State/UnionTerritory,Cured,Deaths,Confirmed
Jammu and Kashmir,5895,169,10156
Jharkhand,2243,23,3613
Karnataka,14716,613,36216
Kerala,3963,29,7438
Ladakh,928,1,1077
Madhya Pradesh,12679,644,17201
Maharashtra,136985,10116,246600
Manipur,843,0,1593
Meghalaya,66,2,207
Mizoram,150,0,227
Nagaland,313,0,748
Odisha,8360,61,12526
Puducherry,690,18,1337
Punjab,5040,195,7587
Rajasthan,17869,503,23748
Sikkim,80,0,151
Tamil Nadu,85915,1898,134226
Telangana,20919,348,33402
Tripura,1375,2,1949
Uttarakhand,2718,46,3417
Uttar Pradesh,22689,913,35092
West Bengal,17959,906,28453
Cases being reassigned to states,0,0,3024
Andaman and Nicobar Islands,93,0,163
Andhra Pradesh,15412,328,29168
Arunachal Pradesh,138,2,359
Assam,10426,35,16071
Bihar,11498,143,16642
Chandigarh,417,8,559
Chhattisgarh,3153,19,4059
Dadra and Nagar Haveli and Daman and Diu,245,0,479
Delhi,89968,3371,112494
Goa,1487,14,2453
Gujarat,29162,2045,41820
Haryana,15983,301,21240
Himachal Pradesh,929,11,1213
Jammu and Kashmir,5979,179,10513
Jharkhand,2308,30,3756
Karnataka,15409,684,38843
Kerala,4095,31,7873
Ladakh,928,1,1086
Madhya Pradesh,12876,653,17632
Maharashtra,140325,10289,254427
Manipur,896,0,1609
Meghalaya,66,2,306
Mizoram,150,0,231
Nagaland,327,0,774
Odisha,8750,64,13121
Puducherry,739,18,1418
Punjab,5392,199,7821
Rajasthan,18103,510,24392
Sikkim,81,0,153
Tamil Nadu,89532,1966,138470
Telangana,22482,356,34671
Tripura,1421,2,2054
Uttarakhand,2786,47,3537
Uttar Pradesh,23334,934,36476
West Bengal,18581,932,30013
Cases being reassigned to states,0,0,2358
Andaman and Nicobar Islands,109,0,166
Andhra Pradesh,16464,365,31103
Arunachal Pradesh,145,2,387
Assam,10894,36,16806
Bihar,12317,160,17959
Chandigarh,423,8,588
Chhattisgarh,3202,19,4217
Dadra and Nagar Haveli and Daman and Diu,268,1,495
Delhi,91312,3411,113740
Goa,1540,17,2583
Gujarat,29770,2055,42722
Haryana,16602,308,21894
Himachal Pradesh,940,11,1243
Jammu and Kashmir,6095,187,10827
Jharkhand,2351,33,3898
Karnataka,16248,757,41581
Kerala,4257,33,8322
Ladakh,946,1,1093
Madhya Pradesh,13208,663,18207
Maharashtra,144507,10482,260924
Manipur,970,0,1626
Meghalaya,66,2,318
Mizoram,151,0,233
Nagaland,340,0,845
Odisha,9255,70,13737
Puducherry,785,18,1468
Punjab,5586,204,8178
Rajasthan,18630,525,24936
Sikkim,86,0,192
Tamil Nadu,92567,2032,142798
Telangana,23679,365,36221
Tripura,1475,2,2080
Uttarakhand,2856,49,3608
Uttar Pradesh,24203,955,38130
West Bengal,19213,956,31448
Cases being reassigned to states,0,0,2179
Andaman and Nicobar Islands,109,0,166
Andhra Pradesh,17467,408,33019
Arunachal Pradesh,153,3,462
Assam,11416,40,17807
Bihar,12849,174,19284
Chandigarh,446,10,600
Chhattisgarh,3275,20,4379
Dadra and Nagar Haveli and Daman and Diu,310,1,520
Delhi,93236,3446,115346
Goa,1607,18,2753
Gujarat,30503,2069,43637
Haryana,17090,312,22628
Himachal Pradesh,951,11,1309
Jammu and Kashmir,6223,195,11173
Jharkhand,2427,36,4091
Karnataka,17390,842,44077
Kerala,4438,34,8930
Ladakh,946,1,1093
Madhya Pradesh,13575,673,19005
Maharashtra,149007,10695,267665
Manipur,970,0,1672
Meghalaya,66,2,318
Mizoram,159,0,238
Nagaland,346,0,896
Odisha,9864,74,14280
Puducherry,829,18,1531
Punjab,5663,213,8511
Rajasthan,19161,525,25571
Sikkim,87,0,209
Tamil Nadu,97310,2099,147324
Telangana,24840,375,37745
Tripura,1538,2,2170
Uttarakhand,2867,50,3686
Uttar Pradesh,24983,983,39724
West Bengal,19931,980,32838
Cases being reassigned to states,0,0,1524
Andaman and Nicobar Islands,130,0,176
Andhra Pradesh,18378,452,35451
Arunachal Pradesh,153,3,462
Assam,12173,46,18666
Bihar,13462,180,20612
Chandigarh,459,11,625
Chhattisgarh,3324,20,4539
Dadra and Nagar Haveli and Daman and Diu,357,2,539
Delhi,95699,3487,116993
Goa,1674,18,2951
Gujarat,31286,2079,44552
Haryana,17667,319,23306
Himachal Pradesh,979,11,1341
Jammu and Kashmir,6337,206,11666
Jharkhand,2485,38,4320
Karnataka,18466,928,47253
Kerala,4634,35,9553
Ladakh,964,1,1142
Madhya Pradesh,13908,682,19643
Maharashtra,152613,10928,275640
Manipur,989,0,1700
Meghalaya,66,2,346
Mizoram,159,0,238
Nagaland,348,0,902
Odisha,10476,77,14898
Puducherry,889,21,1596
Punjab,5867,221,8799
Rajasthan,19502,530,26437
Sikkim,87,0,220
Tamil Nadu,102310,2167,151820
Telangana,25999,386,39342
Tripura,1604,3,2268
Uttarakhand,2948,50,3785
Uttar Pradesh,25743,1012,41383
West Bengal,20680,1000,34427
Cases being reassigned to states,0,0,1285
Andaman and Nicobar Islands,133,0,180
Andhra Pradesh,19393,492,38044
Arunachal Pradesh,153,3,543
Assam,12888,48,19754
Bihar,14018,197,21764
Chandigarh,476,11,651
Chhattisgarh,3451,21,4732
Dadra and Nagar Haveli and Daman and Diu,371,2,552
Delhi,97693,3545,118645
Goa,1817,19,3108
Gujarat,32103,2089,45481
Haryana,18185,322,24002
Himachal Pradesh,984,11,1377
Jammu and Kashmir,6446,222,12156
Jharkhand,2513,42,4624
Karnataka,19729,1032,51422
Kerala,4862,37,10275
Ladakh,970,1,1147
Madhya Pradesh,14127,689,20378
Maharashtra,158140,11194,284281
Manipur,1129,0,1764
Meghalaya,66,2,377
Mizoram,160,0,272
Nagaland,391,0,916
Odisha,10877,79,15392
Puducherry,947,22,1743
Punjab,6277,230,9094
Rajasthan,19970,538,27174
Sikkim,88,0,243
Tamil Nadu,107416,2236,156369
Telangana,27295,396,41018
Tripura,1604,3,2283
Uttarakhand,2995,50,3982
Uttar Pradesh,26675,1046,43441
West Bengal,21415,1023,36117
Cases being reassigned to states,0,0,531
Andaman and Nicobar Islands,142,0,194
Andhra Pradesh,20298,534,40646
Arunachal Pradesh,175,3,609
Assam,14105,51,20646
Bihar,14621,201,23589
Chandigarh,480,11,660
Chhattisgarh,3512,23,4964
Dadra and Nagar Haveli and Daman and Diu,401,2,585
Delhi,99301,3571,120107
Goa,1946,21,3304
Gujarat,32973,2106,46430
Haryana,18718,327,24797
Himachal Pradesh,1024,11,1417
Jammu and Kashmir,6558,231,12757
Jharkhand,2570,46,4921
Karnataka,20757,1147,55115
Kerala,4995,38,11066
Ladakh,973,1,1151
Madhya Pradesh,14514,697,21081
Maharashtra,160357,11452,292589
Manipur,1163,0,1800
Meghalaya,66,2,403
Mizoram,160,0,282
Nagaland,405,0,956
Odisha,11330,83,16110
Puducherry,1014,25,1832
Punjab,6373,239,9442
Rajasthan,20626,546,27789
Sikkim,90,0,266
Tamil Nadu,110807,2315,160907
Telangana,28705,403,42496
Tripura,1684,3,2366
Uttarakhand,3021,51,4102
Uttar Pradesh,27634,1084,45163
West Bengal,22253,1049,38011
Cases being reassigned to states,0,0,163
Andaman and Nicobar Islands,145,0,198
Andhra Pradesh,21763,586,44609
Arunachal Pradesh,274,3,650
Assam,15165,53,22918
Bihar,15536,208,25136
Chandigarh,485,12,700
Chhattisgarh,3658,24,5233
Dadra and Nagar Haveli and Daman and Diu,414,2,602
Delhi,101274,3597,121582
Goa,2038,21,3484
Gujarat,34035,2122,47390
Haryana,19318,344,25547
Himachal Pradesh,1036,11,1457
Jammu and Kashmir,7165,236,13198
Jharkhand,2611,46,5342
Karnataka,21775,1240,59652
Kerala,5199,40,11659
Ladakh,985,1,1159
Madhya Pradesh,14864,706,21763
Maharashtra,165663,11596,300937
Manipur,1182,0,1891
Meghalaya,66,2,418
Mizoram,167,0,284
Nagaland,432,0,978
Odisha,11937,86,16701
Puducherry,1066,28,1894
Punjab,6454,246,9792
Rajasthan,21144,553,28500
Sikkim,90,0,275
Tamil Nadu,113856,2403,165714
Telangana,30607,409,43780
Tripura,1735,5,2654
Uttarakhand,3081,52,4276
Uttar Pradesh,28664,1108,47036
West Bengal,23539,1076,40209
Andaman and Nicobar Islands,145,0,203
Andhra Pradesh,22890,642,49650
Arunachal Pradesh,282,3,740
Assam,16023,57,23999
Bihar,16308,217,26569
Chandigarh,488,12,717
Chhattisgarh,3775,24,5407
Dadra and Nagar Haveli and Daman and Diu,414,2,605
Delhi,103134,3628,122793
Goa,2218,22,3657
Gujarat,34901,2142,48355
Haryana,19793,349,26164
Himachal Pradesh,1059,11,1483
Jammu and Kashmir,7811,244,13899
Jharkhand,2716,49,5535
Karnataka,23065,1331,63772
Kerala,5371,42,12480
Ladakh,1003,2,1178
Madhya Pradesh,15311,721,22600
Maharashtra,169569,11854,310455
Manipur,1213,0,1911
Meghalaya,66,2,450
Mizoram,167,0,284
Nagaland,445,0,988
Odisha,12453,91,17437
Puducherry,1154,28,1999
Punjab,6535,254,10100
Rajasthan,21730,559,29434
Sikkim,92,0,283
Tamil Nadu,117915,2481,170693
Telangana,32438,415,45076
Tripura,1759,5,2878
Uttarakhand,3116,52,4515
Uttar Pradesh,29845,1146,49247
West Bengal,24883,1112,42487
Andaman and Nicobar Islands,152,0,207
Andhra Pradesh,24228,696,53724
Arunachal Pradesh,285,3,790
Assam,17095,58,25382
Bihar,17433,217,27646
Chandigarh,518,12,737
Chhattisgarh,3944,25,5561
Dadra and Nagar Haveli and Daman and Diu,448,2,684
Delhi,104918,3663,123747
Goa,2361,23,3853
Gujarat,35678,2162,49353
Haryana,20226,355,26858
Himachal Pradesh,1067,11,1631
Jammu and Kashmir,8274,254,14650
Jharkhand,2810,53,5756
Karnataka,23795,1403,67420
Kerala,5616,43,13274
Ladakh,1007,2,1195
Madhya Pradesh,15684,738,23310
Maharashtra,175029,12030,318695
Manipur,1307,0,1925
Meghalaya,66,4,466
Mizoram,168,0,297
Nagaland,484,0,1021
Odisha,12910,97,18110
Puducherry,1265,29,2092
Punjab,7118,262,10510
Rajasthan,22195,568,30390
Sikkim,92,0,305
Tamil Nadu,121776,2551,175678
Telangana,34323,422,46274
Tripura,1845,7,3079
Uttarakhand,3212,55,4642
Uttar Pradesh,30831,1192,51160
West Bengal,26418,1147,44769
Andaman and Nicobar Islands,159,0,212
Andhra Pradesh,25574,758,58668
Arunachal Pradesh,303,3,858
Assam,18033,58,25382
Bihar,18515,217,28952
Chandigarh,518,12,751
Chhattisgarh,4114,29,5729
Dadra and Nagar Haveli and Daman and Diu,463,2,705
Delhi,106118,3690,125096
Goa,2449,26,4027
Gujarat,36423,2196,50379
Haryana,20952,364,27462
Himachal Pradesh,1077,11,1664
Jammu and Kashmir,8455,263,15258
Jharkhand,2904,55,6159
Karnataka,25459,1464,71069
Kerala,5890,44,13994
Ladakh,1010,2,1198
Madhya Pradesh,16257,756,24095
Maharashtra,182217,12276,327031
Manipur,1400,0,2015
Meghalaya,70,4,490
Mizoram,168,0,317
Nagaland,485,0,1030
Odisha,13310,103,18757
Puducherry,1318,30,2179
Punjab,7389,263,10889
Rajasthan,22744,577,31373
Sikkim,108,0,330
Tamil Nadu,126670,2626,180643
Telangana,37385,429,47705
Tripura,1926,8,3331
Uttarakhand,3297,55,4849
Uttar Pradesh,31855,1229,53288
West Bengal,28035,1182,47030
Andaman and Nicobar Islands,163,0,221
Andhra Pradesh,32127,823,64713
Arunachal Pradesh,314,3,949
Assam,18033,64,26772
Bihar,19646,217,30369
Chandigarh,526,13,793
Chhattisgarh,4230,29,5968
Dadra and Nagar Haveli and Daman and Diu,474,2,733
Delhi,107650,3719,126323
Goa,2541,28,4176
Gujarat,37260,2224,51399
Haryana,21697,372,28186
Himachal Pradesh,1105,11,1725
Jammu and Kashmir,8607,273,15711
Jharkhand,3024,64,6485
Karnataka,27239,1519,75833
Kerala,6162,45,15032
Ladakh,1018,2,1206
Madhya Pradesh,16836,770,24842
Maharashtra,187769,12556,337607
Manipur,1428,0,2060
Meghalaya,77,4,514
Mizoram,179,0,317
Nagaland,486,0,1084
Odisha,13750,108,19835
Puducherry,1369,31,2300
Punjab,7641,269,11301
Rajasthan,23364,583,32334
Sikkim,112,0,438
Tamil Nadu,131583,3144,186492
Telangana,37666,438,49259
Tripura,2032,9,3449
Uttarakhand,3349,57,5300
Uttar Pradesh,33500,1263,55588
West Bengal,29650,1221,49321
Andaman and Nicobar Islands,170,0,240
Andhra Pradesh,37555,884,72711
Arunachal Pradesh,334,3,991
Assam,20699,70,28791
Bihar,20769,217,31980
Chandigarh,531,13,800
Chhattisgarh,4377,30,6254
Dadra and Nagar Haveli and Daman and Diu,489,2,770
Delhi,109065,3745,127364
Goa,2655,29,4350
Gujarat,37978,2252,52477
Haryana,22249,378,28975
Himachal Pradesh,1136,11,1834
Jammu and Kashmir,8709,282,16429
Jharkhand,3174,67,6975
Karnataka,29310,1616,80863
Kerala,6594,50,16110
Ladakh,1025,2,1210
Madhya Pradesh,17359,780,25474
Maharashtra,194253,12854,347502
Manipur,1466,0,2115
Meghalaya,78,4,534
Mizoram,183,0,332
Nagaland,530,0,1174
Odisha,14393,114,21099
Puducherry,1400,34,2420
Punjab,7741,277,11739
Rajasthan,23815,594,33220
Sikkim,122,0,460
Tamil Nadu,136793,3232,192964
Telangana,39327,447,50826
Tripura,2072,10,3656
Uttarakhand,3399,60,5445
Uttar Pradesh,35803,1289,58104
West Bengal,31656,1255,51757
Andaman and Nicobar Islands,174,0,259
Andhra Pradesh,39935,933,80858
Arunachal Pradesh,392,3,1056
Assam,21761,76,29921
Bihar,22343,220,33926
Chandigarh,535,13,823
Chhattisgarh,4567,36,6731
Dadra and Nagar Haveli and Daman and Diu,512,2,815
Delhi,110931,3777,128389
Goa,2865,29,4540
Gujarat,38849,2278,53545
Haryana,22953,382,29755
Himachal Pradesh,1145,11,1954
Jammu and Kashmir,9217,296,16782
Jharkhand,3307,70,7493
Karnataka,31347,1724,85870
Kerala,7562,54,16995
Ladakh,1035,2,1246
Madhya Pradesh,17866,791,26210
Maharashtra,199967,13132,357117
Manipur,1491,0,2146
Meghalaya,87,5,588
Mizoram,183,0,361
Nagaland,537,1,1239
Odisha,15201,120,22693
Puducherry,1483,35,2515
Punjab,8096,282,12216
Rajasthan,24547,602,34178
Sikkim,142,0,477
Tamil Nadu,143297,3320,199749
Telangana,40334,455,52466
Tripura,2131,11,3759
Uttarakhand,3399,60,5445
Uttar Pradesh,37712,1348,60771
West Bengal,33529,1290,53973
Andaman and Nicobar Islands,176,0,290
Andhra Pradesh,43255,985,88671
Arunachal Pradesh,428,3,1126
Assam,23055,77,31086
Bihar,24053,234,36604
Chandigarh,555,13,852
Chhattisgarh,4683,39,7087
Dadra and Nagar Haveli and Daman and Diu,530,2,860
Delhi,113068,3806,129531
Goa,3047,33,4686
Gujarat,39631,2300,54626
Haryana,23654,389,30538
Himachal Pradesh,1173,11,2049
Jammu and Kashmir,9517,305,17305
Jharkhand,3425,82,7836
Karnataka,33750,1796,90942
Kerala,8611,59,18098
Ladakh,1057,3,1276
Madhya Pradesh,18488,799,26926
Maharashtra,207194,13389,366368
Manipur,1524,0,2176
Meghalaya,94,5,646
Mizoram,183,0,361
Nagaland,541,4,1289
Odisha,15929,130,24013
Puducherry,1561,38,2654
Punjab,8297,291,12684
Rajasthan,25306,613,35298
Sikkim,142,0,499
Tamil Nadu,151055,3409,206737
,40334,455,52466
Tripura,2209,11,3862
Uttarakhand,3495,63,5961
Uttar Pradesh,39903,1387,63742
West Bengal,35654,1332,56377
Andaman and Nicobar Islands,182,0,324
Andhra Pradesh,46301,1041,96298
Arunachal Pradesh,505,3,1158
Assam,24040,79,32228
Bihar,25815,244,39176
Chandigarh,572,13,887
Chhattisgarh,4944,43,7450
Dadra and Nagar Haveli and Daman and Diu,550,2,914
Delhi,114875,3827,130606
Goa,3277,35,4861
Gujarat,40365,2326,55822
Haryana,24384,392,31332
Himachal Pradesh,1198,12,2176
Jammu and Kashmir,9928,312,17920
Jharkhand,3704,85,8275
Karnataka,35838,1878,96141
Kerala,9300,61,19025
Ladakh,1063,4,1285
Madhya Pradesh,19132,811,27800
Maharashtra,213238,13656,375799
Manipur,1554,0,2235
Meghalaya,135,5,702
Mizoram,193,0,361
Nagaland,549,4,1339
Odisha,16793,140,25389
Puducherry,1645,40,2786
Punjab,8810,306,13218
Rajasthan,25353,621,35909
Sikkim,148,0,545
Tamil Nadu,156526,3494,213723
Telangana,41332,463,54059
Tripura,2361,13,3900
Uttarakhand,3566,63,6104
Uttar Pradesh,41641,1426,66988
West Bengal,37751,1372,58718
Andaman and Nicobar Islands,192,1,338
Andhra Pradesh,49558,1090,102349
Arunachal Pradesh,574,3,1239
Assam,25402,86,33576
Bihar,27530,253,41244
Chandigarh,575,14,910
Chhattisgarh,5172,44,7745
Dadra and Nagar Haveli and Daman and Diu,564,2,946
Delhi,116372,3853,131219
Goa,3410,36,5119
Gujarat,41380,2348,56874
Haryana,25046,397,32127
Himachal Pradesh,1216,14,2270
Jammu and Kashmir,10402,321,18390
Jharkhand,3770,89,8683
Karnataka,37685,1953,101465
Kerala,10045,63,19727
Ladakh,1066,4,1306
Madhya Pradesh,19791,820,28589
Maharashtra,221944,13883,383723
Manipur,1596,0,2286
Meghalaya,186,5,738
Mizoram,193,0,384
Nagaland,569,5,1385
Odisha,17374,147,26892
Puducherry,1720,43,2872
Punjab,9064,318,13769
Rajasthan,26123,631,36878
Sikkim,174,1,555
Tamil Nadu,162249,3571,220716
Telangana,42909,480,57142
Tripura,2467,17,4049
Uttarakhand,3675,66,6328
Uttar Pradesh,42833,1456,70493
West Bengal,39917,1411,60830
Andaman and Nicobar Islands,196,1,363
Andhra Pradesh,52622,1148,110297
Arunachal Pradesh,617,3,1330
Assam,26618,88,34947
Bihar,28856,269,43843
Chandigarh,599,14,934
Chhattisgarh,5439,46,8257
Dadra and Nagar Haveli and Daman and Diu,596,2,982
Delhi,117507,3881,132275
Goa,3595,36,5287
Gujarat,42412,2372,57982
Haryana,25758,406,32876
Himachal Pradesh,1234,14,2330
Jammu and Kashmir,10885,333,18879
Jharkhand,3868,89,9078
Karnataka,40504,2055,107001
Kerala,10724,67,20894
Ladakh,1067,6,1327
Madhya Pradesh,20343,830,29217
Maharashtra,232277,14165,391440
Manipur,1612,0,2317
Meghalaya,194,5,779
Mizoram,198,0,384
Nagaland,577,5,1460
Odisha,18061,154,28107
Puducherry,1782,47,3011
Punjab,9752,336,14378
Rajasthan,27202,644,38514
Sikkim,186,1,579
Tamil Nadu,166956,3659,227688
,42909,480,57142
Tripura,2621,21,4269
Uttarakhand,3720,70,6587
Uttar Pradesh,44520,1497,73951
West Bengal,42022,1449,62964
Andaman and Nicobar Islands,201,2,428
Andhra Pradesh,55406,1213,120390
Arunachal Pradesh,677,3,1410
Assam,27832,92,36295
Bihar,30320,278,46080
Chandigarh,611,14,978
Chhattisgarh,5636,48,8539
Dadra and Nagar Haveli and Daman and Diu,648,2,1026
Delhi,118633,3907,133310
Goa,3784,39,5489
Gujarat,43195,2396,59126
Haryana,26420,413,33631
Himachal Pradesh,1332,14,2403
Jammu and Kashmir,11322,348,19419
Jharkhand,4035,98,9861
Karnataka,42901,2147,112504
Kerala,11365,68,21797
Ladakh,1080,6,1347
Madhya Pradesh,20934,843,30134
Maharashtra,239755,14463,400651
Manipur,1639,0,2458
Meghalaya,207,5,784
Mizoram,215,0,398
Nagaland,595,5,1513
Odisha,18939,159,29175
Puducherry,1874,47,3177
Punjab,10213,361,14946
Rajasthan,27569,650,38964
Sikkim,198,1,596
Tamil Nadu,172883,3741,234114
Telangana,43751,492,58906
Tripura,2678,21,4485
Uttarakhand,3811,72,6866
Uttar Pradesh,45807,1530,77334
West Bengal,44116,1490,65258
Andaman and Nicobar Islands,201,4,471
Andhra Pradesh,60024,1281,130557
Arunachal Pradesh,827,3,1484
Assam,29080,94,38407
Bihar,31350,282,48477
Chandigarh,647,14,1016
Chhattisgarh,5921,51,8761
Dadra and Nagar Haveli and Daman and Diu,668,2,1064
Delhi,119724,3936,134403
Goa,4005,42,5704
Gujarat,44074,2418,60285
Haryana,27340,417,34254
Himachal Pradesh,1387,14,2506
Jammu and Kashmir,11842,365,19869
Jharkhand,4176,103,10167
Karnataka,46694,2230,118632
Kerala,12159,70,22303
Ladakh,1094,7,1378
Madhya Pradesh,21657,857,30968
Maharashtra,248615,14729,411798
Manipur,1672,4,2505
Meghalaya,210,5,803
Mizoram,234,0,408
Nagaland,625,5,1566
Odisha,19746,169,30378
Puducherry,1958,48,3298
Punjab,10509,370,15456
Rajasthan,28385,663,40145
Sikkim,214,1,610
Tamil Nadu,178178,3838,239978
Telangana,44572,505,60717
Tripura,2962,21,4706
Uttarakhand,3996,76,7065
Uttar Pradesh,46803,1587,81039
West Bengal,46256,1536,67692
Andaman and Nicobar Islands,214,5,548
Andhra Pradesh,63864,1349,140933
Arunachal Pradesh,918,3,1591
Assam,30357,98,40269
Bihar,33358,296,51233
Chandigarh,667,15,1051
Chhattisgarh,6230,53,9086
Dadra and Nagar Haveli and Daman and Diu,686,2,1100
Delhi,120930,3963,135598
Goa,4211,45,5913
Gujarat,44907,2441,61438
Haryana,28227,421,34965
Himachal Pradesh,1459,14,2564
Jammu and Kashmir,12217,377,20359
Jharkhand,4314,106,10958
Karnataka,49788,2314,124115
Kerala,13023,73,23613
Ladakh,1095,7,1404
Madhya Pradesh,22271,867,31806
Maharashtra,256158,14994,422118
Manipur,1689,5,2621
Meghalaya,215,5,823
Mizoram,247,0,412
Nagaland,635,5,1693
Odisha,20518,177,31877
Puducherry,2100,49,3472
Punjab,10734,386,16119
Rajasthan,29035,674,41298
Sikkim,231,1,639
Tamil Nadu,183956,3935,245859
Telangana,45388,519,62703
Tripura,3327,21,4978
Uttarakhand,4168,80,7183
Uttar Pradesh,48863,1630,85461
West Bengal,48374,1581,70188
Andaman and Nicobar Islands,226,7,636
Andhra Pradesh,76614,1407,150209
Arunachal Pradesh,969,3,1673
Assam,31442,101,41726
Bihar,34994,309,54240
Chandigarh,683,18,1079
Chhattisgarh,6610,55,9385
Dadra and Nagar Haveli and Daman and Diu,725,2,1145
Delhi,122131,3989,136716
Goa,4438,48,6193
Gujarat,45699,2464,62463
Haryana,29080,428,35758
Himachal Pradesh,1502,14,2634
Jammu and Kashmir,12871,388,20972
Jharkhand,4513,113,11686
Karnataka,53648,2412,129287
Kerala,13775,81,24742
Ladakh,1108,7,1462
Madhya Pradesh,22969,876,32614
Maharashtra,266883,15316,431719
Manipur,1699,6,2756
Meghalaya,252,5,856
Mizoram,253,0,468
Nagaland,640,5,1831
Odisha,21274,187,33479
Puducherry,2198,51,3606
Punjab,11075,405,17063
Rajasthan,29977,690,42646
Sikkim,269,1,650
Tamil Nadu,190966,4034,251738
Telangana,46502,530,64786
Tripura,3463,23,5233
Uttarakhand,4330,83,7447
Uttar Pradesh,51334,1677,89048
West Bengal,50517,1629,72777
Andaman and Nicobar Islands,242,8,734
Andhra Pradesh,82886,1474,158764
Arunachal Pradesh,996,3,1698
Assam,32384,105,42904
Bihar,36389,329,57024
Chandigarh,698,19,1117
Chhattisgarh,6991,58,9531
Dadra and Nagar Haveli and Daman and Diu,766,2,1184
Delhi,123317,4004,137677
Goa,4668,53,6530
Gujarat,46504,2486,63562
Haryana,29690,433,36519
Himachal Pradesh,1559,14,2703
Jammu and Kashmir,13127,396,21416
Jharkhand,4682,118,12523
Karnataka,57725,2496,134819
Kerala,14463,82,25911
Ladakh,1108,7,1466
Madhya Pradesh,23550,886,33535
Maharashtra,276809,15576,441228
Manipur,1737,7,2831
Meghalaya,264,5,874
Mizoram,258,0,482
Nagaland,648,5,1935
Odisha,21955,197,34913
Puducherry,2309,52,3806
Punjab,11466,423,17853
Rajasthan,30710,703,43804
Sikkim,289,1,658
Tamil Nadu,196483,4132,257613
Telangana,47590,540,66677
Tripura,3605,27,5374
Uttarakhand,4437,86,7593
Uttar Pradesh,53168,1730,92921
West Bengal,52730,1678,75516
Andaman and Nicobar Islands,263,10,830
Andhra Pradesh,88672,1537,166586
Arunachal Pradesh,1063,3,1758
Assam,33428,109,45275
Bihar,38228,330,59328
Chandigarh,706,19,1159
Chhattisgarh,7256,61,9779
Dadra and Nagar Haveli and Daman and Diu,860,2,1274
Delhi,124254,4021,138482
Goa,4876,56,6816
Gujarat,47478,2508,64585
Haryana,30470,440,37173
Himachal Pradesh,1658,14,2818
Jammu and Kashmir,14032,407,22006
Jharkhand,4792,125,13478
Karnataka,62500,2594,139571
Kerala,15278,84,26873
Ladakh,1109,7,1485
Madhya Pradesh,24099,900,34285
Maharashtra,287030,15842,450196
Manipur,1766,7,2920
Meghalaya,264,5,902
Mizoram,266,0,501
Nagaland,657,5,2129
Odisha,23074,207,36297
Puducherry,2411,56,3982
Punjab,11882,442,18527
Rajasthan,31458,715,44975
Sikkim,297,1,688
Tamil Nadu,202283,4241,263222
Telangana,49675,563,68946
Tripura,3675,28,5505
Uttarakhand,4538,90,7800
Uttar Pradesh,55393,1778,97362
West Bengal,54818,1731,78232
Andaman and Nicobar Islands,277,12,928
Andhra Pradesh,95625,1604,176333
Arunachal Pradesh,1105,3,1790
Assam,34421,115,48161
Bihar,40348,347,61788
Chandigarh,715,20,1206
Chhattisgarh,7613,69,10202
Dadra and Nagar Haveli and Daman and Diu,919,2,1325
Delhi,125226,4033,139156
Goa,5114,60,7075
Gujarat,48376,2533,65599
Haryana,31226,448,37796
Himachal Pradesh,1710,14,2879
Jammu and Kashmir,14856,417,22396
Jharkhand,5164,128,13940
Karnataka,69272,2704,145830
Kerala,16299,87,27956
Ladakh,1127,7,1534
Madhya Pradesh,25414,912,35082
Maharashtra,299356,16142,457956
Manipur,1814,7,3018
Meghalaya,330,5,917
Mizoram,282,0,504
Nagaland,659,5,2405
Odisha,24483,216,37681
Puducherry,2537,58,4147
Punjab,12491,462,19015
Rajasthan,32832,732,46679
Sikkim,299,1,783
Tamil Nadu,208784,4349,268285
Telangana,50814,576,70958
Tripura,3725,30,5628
Uttarakhand,4847,95,8008
Uttar Pradesh,57271,1817,100310
West Bengal,56884,1785,80984
Andaman and Nicobar Islands,326,14,1027
Andhra Pradesh,104354,1681,186461
Arunachal Pradesh,1210,3,1855
Assam,35892,121,50445
Bihar,42414,355,64770
Chandigarh,715,20,1270
Chhattisgarh,7871,71,10407
Dadra and Nagar Haveli and Daman and Diu,960,2,1366
Delhi,126116,4044,140232
Goa,5287,64,7423
Gujarat,49433,2556,66669
Haryana,31960,455,38548
Himachal Pradesh,1762,14,2916
Jammu and Kashmir,15244,426,22955
Jharkhand,5703,136,14888
Karnataka,74679,2804,151449
Kerala,17533,94,29151
Ladakh,1164,7,1592
Madhya Pradesh,26064,929,35734
Maharashtra,305521,16476,468265
Manipur,1862,7,3093
Meghalaya,330,5,929
Mizoram,286,0,537
Nagaland,685,6,2498
Odisha,25738,225,39018
Puducherry,2668,65,4433
Punjab,12943,491,19856
Rajasthan,33849,745,47272
Sikkim,303,1,800
Tamil Nadu,214815,4461,273460
Telangana,52103,589,73050
Tripura,3793,31,5725
Uttarakhand,5233,98,8254
Uttar Pradesh,60558,1857,104388
West Bengal,58962,1846,83800
Andaman and Nicobar Islands,355,16,1123
Andhra Pradesh,112870,1753,196789
Arunachal Pradesh,1245,3,1948
Assam,37224,126,52817
Bihar,43537,363,67788
Chandigarh,777,20,1327
Chhattisgarh,8088,77,10932
Dadra and Nagar Haveli and Daman and Diu,973,2,1391
Delhi,127124,4059,141531
Goa,5453,66,7614
Gujarat,50350,2583,67699
Haryana,32640,458,39303
Himachal Pradesh,1865,14,3047
Jammu and Kashmir,15708,436,23454
